loan_id,customer_id,segment
L0000058,C000051,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0000059,C000052,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000060,C000053,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0000061,C000053,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000062,C000054,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0000063,C000055,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0000064,C000056,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000065,C000057,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0000066,C000058,T6: interest_rate_apr > 32.4%
L0000067,C000059,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000068,C000060,T6: interest_rate_apr > 32.4%
L0000069,C000061,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0000070,C000061,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000071,C000062,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000072,C000063,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0000073,C000064,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0000074,C000065,T6: interest_rate_apr > 32.4%
L0000075,C000066,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0000076,C000067,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0000077,C000068,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000078,C000069,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000079,C000069,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0000080,C000070,T6: interest_rate_apr > 32.4%
L0000081,C000070,T6: interest_rate_apr > 32.4%
L0000082,C000070,T6: interest_rate_apr > 32.4%
L0000083,C000071,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000084,C000072,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000085,C000073,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0000086,C000074,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0000087,C000074,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0000088,C000075,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000089,C000076,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000090,C000077,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000091,C000078,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0000092,C000078,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0000093,C000079,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0000094,C000079,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0000095,C000079,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0000096,C000080,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000097,C000081,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000098,C000082,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000099,C000083,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000100,C000084,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000101,C000085,T6: interest_rate_apr > 32.4%
L0000102,C000086,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000103,C000087,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0000104,C000088,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000105,C000089,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000106,C000090,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000107,C000091,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000108,C000092,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000109,C000092,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000110,C000093,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000111,C000094,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0000112,C000094,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000113,C000095,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0000114,C000095,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0000115,C000096,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0000116,C000096,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000117,C000097,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000118,C000098,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0000119,C000099,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0000120,C000100,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000121,C000101,T6: interest_rate_apr > 32.4%
L0000122,C000101,T5: interest_rate_apr 30.6%-32.4%
L0000123,C000101,T6: interest_rate_apr > 32.4%
L0000124,C000102,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0000125,C000103,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000126,C000104,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000127,C000104,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000128,C000105,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0000129,C000106,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0000130,C000107,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000131,C000108,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0000132,C000109,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000133,C000110,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000134,C000111,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000135,C000112,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000136,C000113,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000137,C000114,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000138,C000115,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000139,C000116,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000140,C000117,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0000141,C000118,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000142,C000119,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0000143,C000120,T6: interest_rate_apr > 32.4%
L0000144,C000121,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0000145,C000122,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000146,C000122,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0000147,C000123,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0000148,C000124,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000149,C000125,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000150,C000126,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000151,C000127,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0000152,C000128,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0000153,C000128,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0000154,C000128,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0000155,C000129,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0000156,C000130,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0000157,C000131,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0000158,C000132,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000159,C000133,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000160,C000134,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000161,C000135,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0000162,C000136,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0000163,C000136,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000164,C000137,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000165,C000138,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0000166,C000139,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0000167,C000140,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0000168,C000141,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000169,C000142,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000170,C000142,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000171,C000143,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000172,C000144,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000173,C000145,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0000174,C000146,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000175,C000146,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0000176,C000147,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000177,C000148,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0000178,C000149,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0000179,C000150,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0000180,C000151,T6: interest_rate_apr > 32.4%
L0000181,C000151,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0000182,C000152,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000183,C000153,T6: interest_rate_apr > 32.4%
L0000184,C000153,T6: interest_rate_apr > 32.4%
L0000185,C000154,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0000186,C000154,T6: interest_rate_apr > 32.4%
L0000187,C000155,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000188,C000155,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000189,C000156,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0000190,C000157,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000191,C000157,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000192,C000158,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0000193,C000159,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000194,C000160,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000195,C000161,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000196,C000162,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000197,C000163,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000198,C000164,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0000199,C000165,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000200,C000166,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000201,C000167,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0000202,C000167,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0000203,C000168,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000204,C000168,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000205,C000169,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000206,C000169,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000207,C000169,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000208,C000170,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000209,C000171,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000210,C000172,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0000211,C000173,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000212,C000174,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0000213,C000174,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0000214,C000175,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000215,C000175,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0000216,C000176,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000217,C000176,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000218,C000177,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0000219,C000177,T5: interest_rate_apr 30.6%-32.4%
L0000220,C000178,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0000221,C000179,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000222,C000179,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000223,C000180,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000224,C000181,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0000225,C000181,T6: interest_rate_apr > 32.4%
L0000226,C000181,T5: interest_rate_apr 30.6%-32.4%
L0000227,C000182,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000228,C000183,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0000229,C000184,T6: interest_rate_apr > 32.4%
L0000230,C000185,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000231,C000185,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000232,C000186,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0000233,C000187,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0000234,C000188,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0000235,C000188,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0000236,C000189,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000237,C000190,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0000238,C000191,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000239,C000192,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0000240,C000193,T6: interest_rate_apr > 32.4%
L0000241,C000193,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0000242,C000194,T6: interest_rate_apr > 32.4%
L0000243,C000195,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0000244,C000195,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000245,C000196,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0000246,C000196,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000247,C000196,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000248,C000197,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000249,C000198,T5: interest_rate_apr 30.6%-32.4%
L0000250,C000199,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000251,C000200,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000252,C000201,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000253,C000201,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0000254,C000202,T6: interest_rate_apr > 32.4%
L0000255,C000203,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0000256,C000203,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0000257,C000204,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000258,C000205,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000259,C000205,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000260,C000206,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0000261,C000207,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0000262,C000208,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000263,C000209,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0000264,C000210,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0000265,C000211,T6: interest_rate_apr > 32.4%
L0000266,C000212,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000267,C000213,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000268,C000213,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0000269,C000214,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0000270,C000215,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0000271,C000216,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0000272,C000217,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000273,C000218,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000274,C000219,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000275,C000219,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000276,C000220,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000277,C000221,T6: interest_rate_apr > 32.4%
L0000278,C000222,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000279,C000223,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000280,C000224,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000281,C000225,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0000282,C000226,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000283,C000226,T6: interest_rate_apr > 32.4%
L0000284,C000227,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0000285,C000228,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0000286,C000229,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0000287,C000230,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000288,C000231,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000289,C000232,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000290,C000233,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000291,C000234,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000292,C000235,T5: interest_rate_apr 30.6%-32.4%
L0000293,C000236,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000294,C000237,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000295,C000238,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000296,C000238,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000297,C000238,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000298,C000239,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000299,C000240,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0000300,C000241,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000301,C000242,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000302,C000243,T6: interest_rate_apr > 32.4%
L0000303,C000243,T5: interest_rate_apr 30.6%-32.4%
L0000304,C000244,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0000305,C000244,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0000306,C000244,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0000307,C000245,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0000308,C000246,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000309,C000247,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000310,C000248,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000311,C000248,T5: interest_rate_apr 30.6%-32.4%
L0000312,C000248,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0000313,C000249,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000314,C000250,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000315,C000250,T6: interest_rate_apr > 32.4%
L0000316,C000251,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0000317,C000252,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0000318,C000252,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0000319,C000252,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000320,C000253,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0000321,C000253,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0000322,C000254,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000323,C000255,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000324,C000256,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000325,C000257,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000326,C000258,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000327,C000259,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000328,C000260,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0000329,C000261,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000330,C000262,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0000331,C000263,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000332,C000264,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000333,C000265,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000334,C000266,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000335,C000266,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000336,C000267,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0000337,C000268,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000338,C000268,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000339,C000269,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000340,C000270,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0000341,C000270,T1: origination_risk_grade A; interest_rate_apr ≤ 30.6%
L0000342,C000271,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000343,C000272,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000344,C000273,T6: interest_rate_apr > 32.4%
L0000345,C000274,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000346,C000275,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000347,C000276,T4: origination_risk_grade C-E; interest_rate_apr 25.0%-30.6%
L0000348,C000276,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000349,C000276,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000350,C000277,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
L0000351,C000278,T3: origination_risk_grade C-E; interest_rate_apr ≤ 25.0%
L0000352,C000279,T2: origination_risk_grade B; interest_rate_apr ≤ 30.6%
