loan_id,nii,fee,loss,servicing,cac_charged
L0000099,5332.618706143601,1609.845,0.0,800.0,1897.0
L0000100,207.29535419641994,58.1,0.0,240.0,447.0
L0000101,205.2770892318338,55.685,0.0,80.0,1284.0
L0000102,8730.293123646908,886.86,0.0,1280.0,995.0
L0000103,3697.030547505915,2696.4449999999997,0.0,800.0,1457.0
L0000104,13804.2151741983,1463.8799999999999,0.0,1200.0,1551.0
L0000105,29288.299372164307,12712.695,0.0,320.0,349.0
L0000106,7365.0105192187475,4228.95,0.0,320.0,1038.0
L0000107,273.7938861713465,31.535,0.0,400.0,126.0
L0000108,3422.408915057108,1073.715,0.0,400.0,1096.0
L0000109,5635.641787536862,2685.9449999999997,0.0,400.0,0.0
L0000110,7090.2010318622,1547.22,0.0,1120.0,897.0
L0000111,438.86340758040546,91.505,0.0,320.0,528.0
L0000112,11305.739754410768,1621.8,55986.027500000004,800.0,0.0
L0000113,29879.962667880358,16647.345,0.0,960.0,1159.0
L0000114,1560.104639536282,882.885,0.0,640.0,0.0
L0000115,542.3002322402782,53.625,0.0,320.0,981.0
L0000116,41300.3145940892,12898.14,0.0,800.0,0.0
L0000117,41390.68728444388,25087.785,0.0,480.0,1136.0
L0000118,2959.1925056814403,2616.765,0.0,800.0,948.0
L0000119,376.8801563084312,65.61,0.0,160.0,999.0
L0000120,95431.39988674734,17164.68,0.0,1280.0,414.0
L0000121,263.49604951946066,15.23,1293.164,320.0,978.0
L0000122,5702.80229211336,1133.325,0.0,400.0,0.0
L0000123,118.83262802427635,28.485,0.0,160.0,0.0
L0000124,5054.402549223136,707.985,0.0,720.0,1285.0
L0000125,5888.732199983876,1136.1299999999999,0.0,720.0,703.0
L0000126,1200.6384884661902,728.385,0.0,560.0,662.0
L0000127,6095.421809135796,3177.3599999999997,0.0,320.0,0.0
L0000128,6242.673549607284,6191.955,0.0,480.0,318.0
L0000129,518.5973505612463,88.515,0.0,240.0,916.0
L0000130,376.11609666761007,808.26,0.0,80.0,371.0
L0000131,211.6138014890626,129.01,0.0,80.0,431.0
L0000132,3604.1110630821436,5451.42,0.0,80.0,118.0
L0000133,129387.40311813533,22184.385,0.0,720.0,537.0
L0000134,4772.046490823868,807.93,0.0,1600.0,1040.0
L0000135,22983.246269480736,4119.885,0.0,880.0,1043.0
L0000136,282.79916281983253,49.015,0.0,160.0,1077.0
L0000137,10966.627638415592,1176.135,0.0,1200.0,846.0
L0000138,137.8712410795875,32.995,0.0,160.0,1083.0
L0000139,7277.395866886126,2001.36,0.0,880.0,697.0
L0000140,32742.13494034583,2884.35,0.0,1360.0,432.0
L0000141,10172.66035978349,2810.94,0.0,800.0,240.0
L0000142,25885.75724203068,2086.02,0.0,1680.0,815.0
L0000143,249.3574026040919,29.855,0.0,240.0,108.0
L0000144,990.4338599521667,155.27,0.0,320.0,1261.0
L0000145,5118.9165090510805,1605.915,0.0,720.0,1212.0
L0000146,395.4427534343116,94.85000000000001,0.0,240.0,0.0
L0000147,12003.037160640546,2848.3199999999997,0.0,400.0,248.0
L0000148,51798.49644528147,33257.744999999995,0.0,480.0,499.0
L0000149,26536.458290321694,3000.0,0.0,1440.0,1073.0
L0000150,26091.445203095675,6711.344999999999,0.0,800.0,711.0
L0000151,118.1158373069018,37.11,0.0,240.0,664.0
L0000152,3189.379877811633,986.5799999999999,0.0,1200.0,472.0
L0000153,3135.373255191394,1523.865,0.0,1040.0,0.0
L0000154,33.09113407373428,15.275,0.0,240.0,0.0
L0000155,6755.921676768959,904.77,0.0,1200.0,836.0
L0000156,175.36141495691612,50.42,0.0,320.0,343.0
L0000157,90.23827807609923,26.080000000000002,0.0,320.0,1144.0
L0000158,5033.937855154742,834.645,0.0,880.0,788.0
L0000159,10926.346278973577,2287.14,0.0,1440.0,387.0
L0000160,3283.798032335639,518.655,0.0,1120.0,274.0
L0000161,1265.9000412507728,216.21,0.0,160.0,1082.0
L0000162,7413.404240260972,847.9499999999999,0.0,1280.0,976.0
L0000163,3210.1055729292334,7262.04,0.0,80.0,0.0
L0000164,4206.906641934458,1331.925,0.0,880.0,126.0
L0000165,829.1201005456503,250.0,0.0,160.0,126.0
L0000166,4504.765889705717,1473.4199999999998,0.0,1280.0,118.0
L0000167,596.165463781543,140.135,0.0,240.0,314.0
L0000168,86.04127330486662,31.32,0.0,240.0,711.0
L0000169,18654.24720828533,3856.68,0.0,1040.0,1371.0
L0000170,4138.845036421465,2118.1349999999998,0.0,320.0,0.0
L0000171,938.3920443075522,196.45000000000002,0.0,240.0,781.0
L0000172,12482.714683115668,2605.935,0.0,1600.0,761.0
L0000173,0.0,40.025,0.0,80.0,288.0
L0000174,2589.920671727685,450.0,0.0,1680.0,115.0
L0000175,5881.335036837542,2444.355,0.0,1280.0,0.0
L0000176,12423.28175098117,2784.06,0.0,1040.0,801.0
L0000177,1110.4971901030094,591.165,0.0,640.0,1201.0
L0000178,184.7125557498727,175.48,0.0,160.0,1572.0
L0000179,3470.8614420572667,805.905,0.0,640.0,1100.0
L0000180,437.47972742646937,42.685,0.0,240.0,867.0
L0000181,3385.3560975073556,450.0,0.0,720.0,0.0
L0000182,67733.91383041674,13859.43,0.0,1520.0,138.0
L0000183,99.28639617422596,26.72,0.0,240.0,758.0
L0000184,176.37007407182827,22.62,0.0,400.0,0.0
L0000185,37760.77608683682,3698.4449999999997,0.0,1600.0,821.0
L0000186,488.9032560048066,43.995,0.0,320.0,0.0
L0000187,23316.382377578764,6620.009999999999,0.0,1120.0,1013.0
L0000188,133.91067298471927,48.295,0.0,240.0,0.0
L0000189,596.9009281368926,77.25,0.0,240.0,166.0
L0000190,4751.740202896595,2571.6,0.0,640.0,1372.0
L0000191,211.13400226999076,27.37,0.0,400.0,0.0
L0000192,4183.866297525549,4937.97,0.0,320.0,328.0
L0000193,2993.5088689513505,699.4499999999999,0.0,800.0,1458.0
L0000194,7103.107107794806,1728.975,79319.1035,480.0,589.0
L0000195,417.95738879157227,588.855,0.0,80.0,1196.0
L0000196,94481.93889304205,19658.52,0.0,1520.0,308.0
L0000197,96625.287716403,9624.06,0.0,1760.0,419.0
L0000198,64.79510763457976,58.77,0.0,160.0,1557.0
L0000199,4036.0474642563613,450.0,0.0,1280.0,714.0
L0000200,27974.854650499823,14413.08,0.0,560.0,159.0
L0000201,173.28783848807217,59.095,0.0,240.0,970.0
L0000202,8101.867997971284,4347.345,0.0,720.0,0.0
L0000203,128087.7653094962,75000.0,0.0,480.0,727.0
L0000204,381.5799989925232,139.855,0.0,240.0,0.0
L0000205,142.40366702456026,35.605000000000004,0.0,320.0,370.0
L0000206,3803.951305410289,1283.925,0.0,720.0,0.0
L0000207,87.66459828450346,33.21,0.0,240.0,0.0
L0000208,365.0184114416409,143.085,0.0,240.0,184.0
L0000209,2327.1408185170126,3457.74,0.0,80.0,1146.0
L0000210,407.77611112996004,64.995,0.0,160.0,953.0
L0000211,1938.6181602092834,846.3449999999999,0.0,400.0,1380.0
L0000212,4043.2586712716147,8941.755,0.0,400.0,706.0
L0000213,92.45183230534197,25.545,0.0,320.0,0.0
L0000214,133.04683572289534,21.28,0.0,320.0,1285.0
L0000215,4235.808349812678,3144.435,0.0,720.0,0.0
L0000216,3252.070464189844,560.2049999999999,0.0,1200.0,225.0
L0000217,2115.0124752226475,886.5899999999999,0.0,640.0,0.0
L0000218,66447.40037612665,16279.814999999999,0.0,720.0,1601.0
L0000219,3575.3461328566073,651.9449999999999,0.0,800.0,0.0
L0000220,9499.031112462086,1610.145,19953.011,960.0,845.0
L0000221,32.411868451349434,25.165,0.0,160.0,845.0
L0000222,52661.40487842069,17548.515,0.0,800.0,0.0
L0000223,8126.866413202584,3000.0,0.0,1360.0,347.0
L0000224,303.60107323905453,48.45,0.0,240.0,1064.0
L0000225,117.9588190886937,14.985,0.0,160.0,0.0
L0000226,1211.343834164627,116.87,9718.996000000001,240.0,0.0
L0000227,37.46707952176221,29.38,0.0,160.0,234.0
L0000228,1070.7042456282675,160.39000000000001,0.0,240.0,1412.0
L0000229,212.884507571999,25.755,0.0,160.0,139.0
L0000230,80.2664845674485,30.625,0.0,240.0,787.0
L0000231,3992.885530869942,933.2249999999999,0.0,560.0,0.0
L0000232,1960.157243584043,2031.9299999999998,0.0,400.0,219.0
L0000233,246.42403041827492,41.62,0.0,400.0,660.0
L0000234,125.49843910030089,36.09,0.0,240.0,584.0
L0000235,11279.478184496826,15736.035,0.0,480.0,0.0
L0000236,40283.150318912434,4266.3,0.0,1280.0,570.0
L0000237,19791.52429227666,1850.01,0.0,1360.0,999.0
L0000238,547.2822310101707,144.305,0.0,240.0,1161.0
L0000239,214.31980227833614,19.295,0.0,400.0,527.0
L0000240,235.6930578947626,55.195,0.0,80.0,1443.0
L0000241,28232.023907968367,18250.079999999998,0.0,160.0,0.0
L0000242,507.66787594823165,33.905,2863.32,320.0,129.0
L0000243,68782.65447838693,8315.49,0.0,1120.0,1274.0
L0000244,30135.362771511078,14420.16,0.0,240.0,0.0
L0000245,323.61048193633553,100.48,0.0,160.0,1097.0
L0000246,12857.012835332938,5811.15,0.0,560.0,0.0
L0000247,261.03538803309203,36.75,0.0,400.0,0.0
L0000248,106.77937277042307,40.635,0.0,240.0,1101.0
L0000249,21361.58106813185,1782.645,0.0,1200.0,1340.0
L0000250,21398.196914341737,3000.0,0.0,1520.0,1127.0
L0000251,17079.607108903314,14304.869999999999,0.0,320.0,1060.0
L0000252,289.6121555961203,69.035,0.0,320.0,927.0
L0000253,2768.537899576386,4736.07,0.0,240.0,0.0
L0000254,276.08601004276426,36.04,0.0,240.0,797.0
L0000255,5527.416675786907,525.4499999999999,0.0,1280.0,1687.0
L0000256,9273.786403117218,1913.34,0.0,640.0,0.0
L0000257,10718.280892098755,4164.03,0.0,480.0,154.0
L0000258,16390.106105188504,3170.355,0.0,1200.0,1525.0
L0000259,645.4348714418709,250.0,0.0,240.0,0.0
L0000260,18634.82080808133,2808.15,0.0,800.0,1035.0
L0000261,12223.482906690873,1983.195,0.0,960.0,1089.0
L0000262,865.2243635262921,216.4,0.0,160.0,348.0
L0000263,152.15132200084628,135.1,0.0,160.0,890.0
L0000264,54.46733489488251,53.82,0.0,160.0,124.0
L0000265,130.95182614380494,26.1,0.0,240.0,910.0
L0000266,2991.7164421691837,985.74,0.0,960.0,1025.0
L0000267,7469.808153138254,1772.7,0.0,880.0,304.0
L0000268,816.7552885718644,250.0,0.0,160.0,0.0
L0000269,57.46398978341371,25.2,0.0,240.0,154.0
L0000270,770.1817714710347,539.3249999999999,0.0,480.0,972.0
L0000271,1957.222371963202,450.0,8939.2355,1840.0,1136.0
L0000272,15211.778028915496,1451.3999999999999,0.0,1680.0,1219.0
L0000273,267.4111637126841,98.565,0.0,240.0,1038.0
L0000274,701.2042696584947,130.315,0.0,240.0,142.0
L0000275,3526.616902036034,3767.8799999999997,0.0,160.0,0.0
L0000276,10604.691422270751,1097.715,0.0,1360.0,1025.0
L0000277,815.8730333860963,145.73,0.0,160.0,1015.0
L0000278,372.7446281768661,135.51500000000001,0.0,240.0,1241.0
L0000279,320.1324856504798,53.21,0.0,320.0,1197.0
L0000280,1037.2970366479549,740.67,0.0,160.0,847.0
L0000281,110.1807265219465,16.735,0.0,240.0,843.0
L0000282,62392.08445662753,8131.844999999999,0.0,1040.0,860.0
L0000283,667.6419920517504,89.10000000000001,0.0,240.0,0.0
L0000284,1233.9239495130068,1263.225,0.0,80.0,2099.0
L0000285,8625.512739812135,1630.62,0.0,560.0,649.0
L0000286,1125.8204910698532,842.355,0.0,560.0,327.0
L0000287,3771.4397067934087,1462.575,0.0,560.0,590.0
L0000288,13634.708813709505,2880.795,0.0,640.0,1557.0
L0000289,6591.082649406083,943.185,0.0,880.0,993.0
L0000290,2969.5768611764397,3000.0,0.0,240.0,1652.0
L0000291,3744.1126351084563,1029.915,0.0,800.0,626.0
L0000292,84597.35316607103,5751.78,0.0,1600.0,592.0
L0000293,17968.896899420022,4482.315,0.0,480.0,903.0
L0000294,2446.9254141772817,1275.87,0.0,320.0,773.0
L0000295,25019.60942928386,2995.1549999999997,0.0,1360.0,1363.0
L0000296,30574.55457843187,5384.22,0.0,960.0,0.0
L0000297,9747.091679868772,2638.11,120127.1695,400.0,0.0
L0000298,20361.9114752651,4519.815,0.0,880.0,986.0
L0000299,2675.417009452721,1480.725,0.0,160.0,201.0
L0000300,7578.732050197525,1101.075,0.0,880.0,602.0
L0000301,18535.057973174124,3853.455,0.0,1120.0,294.0
L0000302,433.5486189983785,46.505,0.0,240.0,1386.0
L0000303,2076.0383489492165,487.185,0.0,320.0,0.0
L0000304,4227.81328269525,2417.88,0.0,640.0,829.0
L0000305,103.64035360272042,48.72,0.0,240.0,0.0
L0000306,10617.242838626056,4914.255,0.0,880.0,0.0
L0000307,4005.336642436441,1655.52,0.0,240.0,813.0
L0000308,5390.13256891273,1214.805,0.0,960.0,722.0
L0000309,19738.088574634614,11194.17,0.0,480.0,383.0
L0000310,20034.672178487705,3000.0,133009.32,880.0,217.0
L0000311,10516.660460264571,1267.5149999999999,58947.427500000005,560.0,0.0
L0000312,9111.158859438132,1341.2849999999999,61288.7535,560.0,0.0
L0000313,575.7811066355836,78.905,0.0,320.0,1275.0
L0000314,83380.29813784234,15327.525,0.0,1120.0,540.0
L0000315,695.5167802746221,61.75,5146.084,240.0,0.0
L0000316,15118.54153951034,2367.7799999999997,0.0,640.0,1574.0
L0000317,5837.273682727889,2182.815,0.0,1680.0,126.0
L0000318,675.7326956873387,905.745,0.0,240.0,0.0
L0000319,158.52252327069638,23.78,0.0,480.0,0.0
L0000320,36068.61186680423,3783.795,0.0,960.0,1177.0
L0000321,36543.268379548004,9900.0,0.0,400.0,0.0
L0000322,558.6414745856076,781.755,0.0,80.0,560.0
L0000323,2520.601230591992,942.87,0.0,320.0,333.0
L0000324,2850.730234446213,1681.3049999999998,0.0,320.0,1580.0
L0000325,5537.414477494806,3961.725,0.0,240.0,778.0
L0000326,4680.610246423492,6705.0599999999995,0.0,80.0,704.0
L0000327,93682.53890373762,22320.075,0.0,560.0,680.0
L0000328,661.197095950041,107.285,0.0,320.0,400.0
L0000329,33033.59010187875,14886.734999999999,0.0,640.0,746.0
L0000330,4679.777899499633,2182.11,0.0,800.0,1012.0
L0000331,9351.221791777536,2137.4249999999997,0.0,640.0,247.0
L0000332,10584.358435456901,14949.33,0.0,160.0,1377.0
L0000333,15011.865866047656,2396.5499999999997,85091.7015,1040.0,422.0
L0000334,7855.447995037884,2706.45,0.0,560.0,635.0
L0000335,6439.377051069606,1404.315,0.0,880.0,0.0
L0000336,1623.6382140537166,208.375,0.0,240.0,151.0
L0000337,777.1163165391143,79.415,0.0,480.0,132.0
L0000338,5903.385094523793,1072.635,0.0,1040.0,0.0
L0000339,7124.685876540318,10379.13,0.0,160.0,987.0
L0000340,2943.9863410590333,7762.799999999999,0.0,160.0,511.0
L0000341,677.660033108173,203.39000000000001,0.0,320.0,0.0
L0000342,40735.109984652845,10050.255,0.0,1520.0,1008.0
L0000343,4233.988692456298,1213.575,0.0,400.0,1633.0
L0000344,111.48358456945046,10.0,833.148,240.0,449.0
L0000345,106010.03709650568,12419.4,0.0,1600.0,612.0
L0000346,78997.92261562694,15962.025,0.0,1280.0,1098.0
L0000347,14413.318151115896,1313.61,0.0,1600.0,274.0
L0000348,157004.77855737618,20709.165,0.0,1280.0,0.0
L0000349,241346.8218229822,39105.45,0.0,880.0,0.0
L0000350,38486.54376976976,13323.494999999999,0.0,1200.0,851.0
L0000351,286870.6339500278,30106.17,0.0,1440.0,1134.0
L0000352,61674.06214689184,16196.82,0.0,1200.0,1251.0
L0000353,100.18395909447223,450.0,0.0,80.0,1271.0
L0000354,79723.6364409324,9894.539999999999,0.0,1520.0,1087.0
L0000355,1111.0805630790535,1154.94,0.0,160.0,1060.0
L0000356,43.755878608571365,20.785,0.0,240.0,628.0
L0000357,163.75720123928042,48.745000000000005,0.0,160.0,566.0
L0000358,10871.34990712998,5074.8,0.0,1040.0,1204.0
L0000359,2229.9270322723874,831.99,0.0,800.0,0.0
L0000360,3555.703569304198,3938.805,0.0,160.0,935.0
L0000361,50469.4287413471,7305.87,0.0,1360.0,1458.0
L0000362,4052.086859882809,688.9499999999999,0.0,960.0,1635.0
L0000363,6490.972195639378,860.145,0.0,960.0,342.0
L0000364,20012.0200368477,3334.5,0.0,960.0,0.0
L0000365,8649.369866823004,2267.355,0.0,480.0,636.0
L0000366,20157.381066359652,1972.1999999999998,78008.723,960.0,438.0
L0000367,223991.32000874542,41687.909999999996,0.0,640.0,0.0
L0000368,148.73403161315247,45.77,0.0,240.0,1290.0
L0000369,10916.093565938807,2609.985,0.0,560.0,141.0
L0000370,281.3628197161294,65.955,0.0,240.0,359.0
L0000371,37386.53767663244,3647.5049999999997,0.0,1040.0,0.0
L0000372,13366.92473855421,3000.0,0.0,480.0,0.0
L0000373,105422.37587463834,15571.71,0.0,1280.0,135.0
L0000374,32850.29809456047,4515.195,0.0,1840.0,727.0
L0000375,147.0874506739527,106.62,0.0,160.0,0.0
L0000376,21166.306249306126,3181.1549999999997,0.0,640.0,2445.0
L0000377,9919.791939493502,2782.68,0.0,320.0,0.0
L0000378,10332.301648130571,2560.6349999999998,0.0,800.0,107.0
L0000379,100.73532737024128,37.555,0.0,240.0,1089.0
L0000380,7894.4634676101805,2314.56,98806.214,640.0,0.0
L0000381,8205.763438854217,2321.955,91918.06,1040.0,0.0
L0000382,116651.62776813816,25180.32,1188702.135,1120.0,338.0
L0000383,1458.5537916657886,1031.085,0.0,800.0,1511.0
L0000384,7055.7730070760845,900.87,0.0,1120.0,697.0
L0000385,18485.451643705706,21220.635,0.0,160.0,754.0
L0000386,497.45179619241503,34.455,2906.1360000000004,320.0,1120.0
L0000387,1997.1680623587454,799.62,0.0,1360.0,306.0
L0000388,36495.321951655555,14263.98,0.0,400.0,1194.0
L0000389,2178.3945497655777,450.0,0.0,1120.0,508.0
L0000390,113.20901301098988,36.29,0.0,240.0,195.0
L0000391,227.7299203855917,40.615,0.0,240.0,1815.0
L0000392,38035.11279822765,12458.355,631489.3724999999,560.0,664.0
L0000393,259045.2530621007,26292.015,0.0,1840.0,480.0
L0000394,16083.116235286296,3777.045,0.0,1280.0,432.0
L0000395,437.97663804251704,52.33,0.0,160.0,1014.0
L0000396,1693.742546640951,827.1899999999999,0.0,240.0,625.0
L0000397,12716.951897645453,3168.18,0.0,560.0,759.0
L0000398,1979.5840603909642,131.65,11119.660000000002,320.0,0.0
L0000399,7906.265562069946,2200.41,0.0,480.0,1359.0
L0000400,2808.728088440448,935.5799999999999,0.0,320.0,552.0
L0000401,537.270030617863,53.615,0.0,400.0,896.0
L0000402,12795.640990842912,13249.949999999999,0.0,160.0,558.0
L0000403,35421.949516516994,35271.315,0.0,560.0,165.0
L0000404,14027.294830454532,1876.62,35605.0695,880.0,1124.0
L0000405,9556.23389409366,2591.1749999999997,0.0,1360.0,578.0
L0000406,54850.378612252716,13873.064999999999,0.0,400.0,1523.0
L0000407,490.6980717497226,102.705,0.0,400.0,502.0
L0000408,13853.343831373639,3000.0,0.0,1440.0,555.0
L0000409,8966.25377541542,5242.11,0.0,1200.0,329.0
L0000410,15087.729836604185,3065.595,0.0,960.0,1296.0
L0000411,4220.933900163565,3265.185,0.0,160.0,504.0
L0000412,96348.00542266617,25812.704999999998,0.0,1040.0,639.0
L0000413,273644.06740637496,72543.56999999999,0.0,960.0,0.0
L0000414,8812.849953070181,2754.105,0.0,400.0,1715.0
L0000415,15543.257382948137,3064.545,0.0,640.0,0.0
L0000416,341.59136911283247,53.38,0.0,240.0,0.0
L0000417,94.45640246585012,13.695,0.0,480.0,380.0
L0000418,295.076980494801,43.35,0.0,320.0,135.0
L0000419,78.3923081935849,14.71,0.0,320.0,491.0
L0000420,5706.297819269737,768.5699999999999,0.0,800.0,900.0
L0000421,3892.0710281284573,1617.27,0.0,560.0,283.0
L0000422,19830.510858621317,2063.745,0.0,1840.0,738.0
L0000423,2949.582160012163,4793.175,0.0,80.0,0.0
L0000424,3701.6370594178234,2869.665,0.0,240.0,136.0
L0000425,5332.427419602862,11378.295,0.0,240.0,1053.0
L0000426,20883.498241325597,2529.0899999999997,0.0,1120.0,1231.0
L0000427,3437.164078229098,2705.58,0.0,240.0,248.0
L0000428,5117.732203531489,821.0849999999999,0.0,1120.0,0.0
L0000429,189586.46143673713,75000.0,0.0,640.0,0.0
L0000430,233.32598719795234,65.02,0.0,240.0,497.0
L0000431,2578.389911797638,2416.335,0.0,720.0,812.0
L0000432,913.0357017065585,999.99,0.0,400.0,0.0
L0000433,2315.7576595821974,874.14,0.0,1600.0,1401.0
L0000434,6490.8431210645285,2777.895,0.0,400.0,474.0
L0000435,13100.230002873712,12592.064999999999,0.0,320.0,0.0
L0000436,5199.806152102649,450.0,0.0,1040.0,1163.0
L0000437,87.91055045943708,39.225,0.0,240.0,303.0
L0000438,2081.2647694788875,822.06,0.0,800.0,0.0
L0000439,5344.942615699349,1220.2649999999999,0.0,1280.0,1083.0
L0000440,19990.91455908876,1944.03,0.0,1200.0,664.0
L0000441,24144.80402745923,2554.365,0.0,1440.0,512.0
L0000442,8978.917411620789,5015.715,0.0,320.0,0.0
L0000443,1914.318672678927,537.21,0.0,320.0,644.0
L0000444,48395.86977688481,15175.32,0.0,640.0,960.0
L0000445,117.27834736451507,35.75,0.0,160.0,0.0
L0000446,131.73570356147366,48.465,0.0,240.0,805.0
L0000447,83073.68539922684,22085.969999999998,0.0,1120.0,0.0
L0000448,5536.358757550306,1910.595,0.0,560.0,0.0
